"","x","mvx"
"1",57.0331626158,NA
"2",57.458932715,NA
"3",57.9200489708,NA
"4",58.8702584372,NA
"5",59.2899576218,58.3083588342556
"6",59.1866958572,58.5593322892222
"7",58.5057890143,58.8174640345889
"8",58.075247141,59.0720126888889
"9",58.4351371352,59.3024549613667
"10",59.2919237105,59.6150005316222
"11",59.7821184233,60.0649702090555
"12",60.2109868595,60.5192129390889
"13",60.9442388895,60.9568581339111
"14",62.1028677541,61.2898857516889
"15",63.2364229541,61.5121615541444
"16",62.5939735846,61.7222659077333
"17",62.0140538944,61.9549882107222
"18",61.4323856952,62.1606013022222
"19",61.2924059326,62.2855336253778
"20",61.6730576056,62.2589153190333
"21",62.3054875864,62.3306436956111
"22",62.794756713,62.4746473189
"23",63.2272586625,62.7074376353667
"24",62.996858197,62.9258058241444
"25",63.2395289738,63.0694458813333
"26",63.310086504,63.2330283813667
"27",63.5274985434,63.4397505046889
"28",63.2577196316,63.5525946759111
"29",62.9658181203,63.7431413958111
"30",63.7777300867,63.9218758583222
"31",64.6552558229,64.1745546700333
"32",64.2428562035,64.5106298336111
"33",64.7117786761,65.0461553544
"34",64.8481391364,65.7641172630667
"35",65.5841958094,66.6878162815889
"36",66.5521750156,67.7621545826333
"37",68.0774493187,69.0791312860889
"38",69.4274752983,70.4702834507
"39",72.0910212534,71.9104693798444
"40",74.3243005323,73.2718086373778
"41",76.0956465346,74.5921409734667
"42",77.2321481576,75.7112796759111
"43",77.8098124987,76.5827837505778
"44",77.8362491272,77.1879173528555
"45",78.4351660404,77.6487765589
"46",78.1496976407,77.9390093356
"47",77.2710119703,78.2651769185445
"48",77.5372236739,78.6207648871333
"49",78.4720333867,78.9318667280222
"50",78.7077415249,79.1152774663778
"51",80.1676564041,79.2927530958111
"52",81.010104216,79.4462090543222
"53",80.6361656952,79.5636377449222
"54",80.0858626856,79.6461928758
"55",79.7469783056,79.7342500670222
"56",78.6521155969,79.7846731841667
"57",78.5940818893,79.8983407458444
"58",79.2150295646,80.1061768596555
"59",79.5002562459,80.4170191849222
"60",80.6214644584,80.8467395971667
"61",82.0331122711,81.3808531489333
"62",82.5066907195,81.8878095948889
"63",82.883443613,82.3110479539778
"64",83.6144620158,82.7108187576111
"65",83.4591375628,82.9745691617333
"66",83.1566899029,83.1385639030444
"67",83.0241747964,83.3298445289222
"68",83.0981934786,83.5801597160444
"69",82.9952180955,83.8719514050444
"70",83.5090649429,84.2718772197
"71",84.2282163524,84.7584540385
"72",85.1362802971,85.4144197558111
"73",86.2405872168,86.1352833681
"74",87.0584698947,86.7567113656222
"75",87.5358812721,87.3190453678444
"76",88.9278662522,87.8706850718555
"77",89.5859659892,88.4320855332333
"78",88.5880700732,88.8925612214445
"79",88.5700709629,89.3396180205333
"80",89.1929736885,89.7148321499556
"81",90.1888844495,89.9657748857889
"82",90.3848684107,90.2504213873333
"83",91.0819810865,90.9120823678111
"84",90.9128084369,91.5274121564111
"85",91.1863508747,91.9679972539889
"86",92.1477845031,92.3037986292111
"87",94.5430188975,92.6534951562778
"88",94.1080390603,92.9707654759222
"89",93.1582395667,93.5220931775778
"90",93.2110968265,94.0365441918889
"91",93.5321371543,94.4648658210222
"92",93.9374139633,94.5586437608778
"93",95.8747577518,94.7597899382
"94",95.8164100035,95.0493164832445
"95",96.0026791653,95.4226160424444
"96",95.3870203562,95.7343496046222
"97",95.9183546562,95.8858465383222
"98",95.7639784721,95.7508729148222
"99",96.5707928593,95.5602062929555
"100",96.3377392139,95.3838717654778
"101",95.3008863666,95.3323376682222
"102",94.6599951403,95.3378987900667
"103",94.1004104067,95.4476655532333
"104",94.415668418,95.4955335691444
"105",94.9232134809,95.7524291924222
"106",95.9684047528,96.0728772612333
"107",96.7518793406,96.6420776680222
"108",97.0016050025,97.3390451432
"109",98.6497998234,97.8893122165222
"110",98.1849189859,98.3293631368111
"111",99.7827988014,98.7339936182889
"112",100.3731176833,99.1389533120333
"113",99.3680720779,99.5184764719778
"114",98.8836717635,99.7400223877889
"115",99.6100790861,100.078178229833
"116",100.3965165843,100.249254221756
"117",100.417313442,100.405567966422
"118",100.6437130657,100.721679739767
"119",101.2283215643,101.150814456867
"120",101.3224827287,101.697870050544
"121",101.7799413853,102.175739297467
"122",102.213078038,102.697361132844
"123",102.7458842174,103.1549981366
"124",104.5335794292,103.539220268722
"125",104.6973398066,103.938810198656
"126",105.1119099604,104.220393146878
"127",104.7624460995,104.452732335444
"128",104.6863207534,104.677947516844
"129",104.9187920981,104.761452109011
"130",104.3141879193,104.8731208197
"131",104.3041307351,105.015461864956
"132",104.77282085,105.2793308773
"133",105.2851207587,105.538232884133
"134",105.7023582028,105.739848984178
"135",106.3929793677,105.960165901378
"136",107.1372672106,106.106344984122
"137",107.0164388149,106.144878079911
"138",106.7333369985,106.056726478711
"139",106.2970401741,105.897242582322
"140",105.6197424798,105.712605277089
"141",105.1196187121,105.500141069867
"142",104.4917563479,105.346962678733
"143",104.2670031353,105.323297325311
"144",104.7312436206,105.510131614811
"145",105.2250893456,105.731075772633
"146",105.6378332947,106.006915103356
"147",106.5203488177,106.241216838
"148",107.9785487796,106.527894524022
"149",107.6082399002,106.664664561367
"150",107.6021726886,106.688891287956
"151",106.6004719597,106.537418460289
"152",106.8471023095,106.294122117544
"153",105.9621739567,105.908207720856
"154",105.4431298849,105.608874454878
"155",104.2745778457,105.378618796722
"156",104.330681733,105.080933927178
"157",104.5053192094,104.664381136756
"158",104.9142405064,NA
"159",105.5298717652,NA
"160",103.9213081338,NA
"161",103.0981271957,NA
